 ,Distriubted,CFFL,Contributions_V_final
P10_0.1,-0.00825321750316722,0.5338626710075765,0.6771393384068239
P5_1.0,0.302888969237609,0.24150136499663327,0.24356948643889317
P5_0.1,0.23218355803382526,0.47744098331899,0.572250533246508
P10_1.0,-0.35341257331984005,0.4441213814178175,0.5162319909624117
P20_1.0,0.23184919185737782,0.5143491997052425,0.5771035840801204
P20_0.1,-0.39225022400934,0.7634577068052238,0.7701879633930266
